op,n,Logical qubits,Physical qubits,Logical depth,"Runtime, seconds"
Std.Arithmetic.RippleCarryCGIncByLE,38,260,152680,148,0.0007696
Std.Arithmetic.RippleCarryCGIncByLE,45,304,167552,176,0.0009152
Std.Arithmetic.RippleCarryCGIncByLE,54,361,186818,212,0.0011024
Std.Arithmetic.RippleCarryCGIncByLE,64,425,259810,252,0.0013104
Std.Arithmetic.RippleCarryCGIncByLE,76,500,285160,300,0.00156
Std.Arithmetic.RippleCarryCGIncByLE,91,594,364100,360,0.00216
Std.Arithmetic.RippleCarryCGIncByLE,108,700,411800,428,0.002568
Std.Arithmetic.RippleCarryCGIncByLE,128,825,468050,508,0.003048
Std.Arithmetic.RippleCarryCGIncByLE,152,974,535100,604,0.003624
Std.Arithmetic.RippleCarryCGIncByLE,181,1153,615650,720,0.00432
Std.Arithmetic.RippleCarryCGIncByLE,215,1363,710150,856,0.005136
Std.Arithmetic.RippleCarryCGIncByLE,256,1616,824000,1020,0.00612
Std.Arithmetic.RippleCarryCGIncByLE,304,1911,1191678,1212,0.0082416
Std.Arithmetic.RippleCarryCGIncByLE,362,2267,1397446,1444,0.0098192
Std.Arithmetic.RippleCarryCGIncByLE,431,2689,1641362,1720,0.011696
Std.Arithmetic.RippleCarryCGIncByLE,512,3184,1975552,2044,0.0138992
Std.Arithmetic.RippleCarryCGIncByLE,609,3776,2317728,2432,0.0165376
Std.Arithmetic.RippleCarryCGIncByLE,724,4477,2722906,2892,0.0196656
Std.Arithmetic.RippleCarryCGIncByLE,861,5311,3956222,3440,0.026144
Std.Arithmetic.RippleCarryCGIncByLE,1024,6302,4671724,4092,0.0310992
Std.Arithmetic.RippleCarryCGIncByLE,1218,7480,5522240,4868,0.0369968
Std.Arithmetic.RippleCarryCGIncByLE,1448,8876,6530152,5788,0.0439888
Std.Arithmetic.RippleCarryCGIncByLE,1722,10537,7729394,6884,0.0523184
Std.Arithmetic.RippleCarryCGIncByLE,2048,12511,9154622,8188,0.0622288
Std.Arithmetic.RippleCarryCGIncByLE,2435,14853,10921866,9736,0.0739936
Std.Arithmetic.RippleCarryCGIncByLE,2896,17641,15739362,11580,0.097272
Std.Arithmetic.RippleCarryCGIncByLE,3444,20953,18660546,13772,0.1156848
Std.Arithmetic.RippleCarryCGIncByLE,4096,24891,22133862,16380,0.137592
Std.Arithmetic.RippleCarryCGIncByLE,4871,29569,26259858,19480,0.163632
Std.Arithmetic.RippleCarryCGIncByLE,5793,35132,31184424,23168,0.1946112
Std.Arithmetic.RippleCarryCGIncByLE,6889,41742,37014444,27552,0.2314368
Std.Arithmetic.RippleCarryCGIncByLE,8192,49597,43942554,32764,0.2752176
Std.Arithmetic.RippleCarryCGIncByLE,9742,58937,62553346,38964,0.3584688
Std.Arithmetic.RippleCarryCGIncByLE,11585,70039,74299262,46336,0.4262912
Std.Arithmetic.RippleCarryCGIncByLE,13777,83239,88264862,55104,0.5069568
Std.Arithmetic.RippleCarryCGIncByLE,16384,98933,104869114,65532,0.6028944
Std.Arithmetic.RippleCarryCGIncByLE,19484,117589,124607162,77932,0.7169744
Std.Arithmetic.RippleCarryCGIncByLE,23170,139767,148071486,92676,0.8526192
Std.Arithmetic.RippleCarryCGIncByLE,27554,166139,207853750,110212,1.10212
Std.Arithmetic.RippleCarryCGIncByLE,32768,197496,247050000,131068,1.31068
Std.Arithmetic.RippleCarryCGIncByLE,38968,234777,293651250,155868,1.55868
Std.Arithmetic.RippleCarryCGIncByLE,46341,279102,349057500,185360,1.8536
Std.Arithmetic.RippleCarryCGIncByLE,55109,331806,414955500,220432,2.20432
Std.Arithmetic.RippleCarryCGIncByLE,65536,394472,493288000,262140,2.6214
Std.Arithmetic.RippleCarryCGIncByLE,77936,468985,586429250,311740,3.1174
Std.Arithmetic.RippleCarryCGIncByLE,92682,557585,813138930,370724,4.0038192
Std.Arithmetic.RippleCarryCGIncByLE,110218,662936,966740688,440868,4.7613744
Std.Arithmetic.RippleCarryCGIncByLE,131072,788207,1149385806,524284,5.6622672
Std.Arithmetic.RippleCarryCGIncByLE,155872,937168,1366570944,623484,6.7336272
Std.Arithmetic.RippleCarryCGIncByLE,185364,1114295,1624822110,741452,8.0076816
Std.Arithmetic.RippleCarryCGIncByLE,220436,1324918,1931910444,881740,9.522792
Std.Arithmetic.RippleCarryCGIncByLE,262144,1575374,2297111292,1048572,11.3245776
Std.Arithmetic.RippleCarryCGIncByLE,311744,1873201,3150922082,1246972,14.4648752
Std.Arithmetic.RippleCarryCGIncByLE,370728,2227352,3746739264,1482908,17.2017328
Std.Arithmetic.RippleCarryCGIncByLE,440872,2648486,4455086652,1763484,20.4564144
Std.Arithmetic.RippleCarryCGIncByLE,524288,3149277,5297417114,2097148,24.3269168
Std.Arithmetic.RippleCarryCGIncByLE,623487,3744792,6299106664,2493944,28.9297504
Std.Arithmetic.RippleCarryCGIncByLE,741455,4452950,7490228420,2965816,34.4034656
Std.Arithmetic.RippleCarryCGIncByLE,881744,5295066,10177450052,3526972,43.7344528
Std.Arithmetic.RippleCarryCGIncByLE,1048576,6296474,12102156228,4194300,52.00932
Std.Arithmetic.RippleCarryTTKIncByLE,3,20,65960,12,4.32e-05
Std.Arithmetic.RippleCarryTTKIncByLE,4,25,159570,18,6.48e-05
Std.Arithmetic.RippleCarryTTKIncByLE,5,30,212220,24,8.64e-05
Std.Arithmetic.RippleCarryTTKIncByLE,6,35,135270,30,0.000108
Std.Arithmetic.RippleCarryTTKIncByLE,7,40,162000,36,0.0001296
Std.Arithmetic.RippleCarryTTKIncByLE,8,45,134010,42,0.0001848
Std.Arithmetic.RippleCarryTTKIncByLE,10,54,110268,54,0.0002376
Std.Arithmetic.RippleCarryTTKIncByLE,11,59,117958,60,0.000264
Std.Arithmetic.RippleCarryTTKIncByLE,13,68,120136,72,0.0003168
Std.Arithmetic.RippleCarryTTKIncByLE,16,81,116802,90,0.000396
Std.Arithmetic.RippleCarryTTKIncByLE,19,95,120190,108,0.0004752
Std.Arithmetic.RippleCarryTTKIncByLE,23,113,124546,132,0.0005808
Std.Arithmetic.RippleCarryTTKIncByLE,27,130,128180,156,0.0008112
Std.Arithmetic.RippleCarryTTKIncByLE,32,152,206256,186,0.0009672
Std.Arithmetic.RippleCarryTTKIncByLE,38,178,205364,222,0.0011544
Std.Arithmetic.RippleCarryTTKIncByLE,45,208,215504,264,0.0013728
Std.Arithmetic.RippleCarryTTKIncByLE,54,247,238366,318,0.0016536
Std.Arithmetic.RippleCarryTTKIncByLE,64,289,242882,378,0.0019656
Std.Arithmetic.RippleCarryTTKIncByLE,76,340,260120,450,0.00234
Std.Arithmetic.RippleCarryTTKIncByLE,91,404,307640,540,0.00324
Std.Arithmetic.RippleCarryTTKIncByLE,108,475,339590,642,0.003852
Std.Arithmetic.RippleCarryTTKIncByLE,128,559,377390,762,0.004572
Std.Arithmetic.RippleCarryTTKIncByLE,152,659,422390,906,0.005436
Std.Arithmetic.RippleCarryTTKIncByLE,181,779,476390,1080,0.00648
Std.Arithmetic.RippleCarryTTKIncByLE,215,920,539840,1284,0.007704
Std.Arithmetic.RippleCarryTTKIncByLE,256,1089,706370,1530,0.00918
Std.Arithmetic.RippleCarryTTKIncByLE,304,1287,933166,1818,0.0123624
Std.Arithmetic.RippleCarryTTKIncByLE,362,1526,1071308,2166,0.0147288
Std.Arithmetic.RippleCarryTTKIncByLE,431,1809,1234882,2580,0.017544
Std.Arithmetic.RippleCarryTTKIncByLE,512,2140,1426200,3066,0.0208488
Std.Arithmetic.RippleCarryTTKIncByLE,609,2536,1655088,3648,0.0248064
Std.Arithmetic.RippleCarryTTKIncByLE,724,3005,1926170,4338,0.0294984
Std.Arithmetic.RippleCarryTTKIncByLE,861,3563,2734726,5160,0.039216
Std.Arithmetic.RippleCarryTTKIncByLE,1024,4225,3212690,6138,0.0466488
Std.Arithmetic.RippleCarryTTKIncByLE,1218,5013,3871386,7302,0.0554952
Std.Arithmetic.RippleCarryTTKIncByLE,1448,5946,4545012,8682,0.0659832
Std.Arithmetic.RippleCarryTTKIncByLE,1722,7055,5363710,10326,0.0784776
Std.Arithmetic.RippleCarryTTKIncByLE,2048,8375,6316750,12282,0.0933432
Std.Arithmetic.RippleCarryTTKIncByLE,2435,9939,7445958,14604,0.1109904
Std.Arithmetic.RippleCarryTTKIncByLE,2896,11801,10678482,17370,0.145908
Std.Arithmetic.RippleCarryTTKIncByLE,3444,14012,12628584,20658,0.1735272
Std.Arithmetic.RippleCarryTTKIncByLE,4096,16641,14947362,24570,0.206388
Std.Arithmetic.RippleCarryTTKIncByLE,4871,19765,17702730,29220,0.245448
Std.Arithmetic.RippleCarryTTKIncByLE,5793,23478,20977596,34752,0.2919168
Std.Arithmetic.RippleCarryTTKIncByLE,6889,27889,24868098,41328,0.3471552
Std.Arithmetic.RippleCarryTTKIncByLE,8192,33132,29492424,49146,0.4128264
Std.Arithmetic.RippleCarryTTKIncByLE,9742,39364,41899112,58446,0.5377032
Std.Arithmetic.RippleCarryTTKIncByLE,11585,46772,49736776,69504,0.6394368
Std.Arithmetic.RippleCarryTTKIncByLE,13777,55579,59054582,82656,0.7604352
Std.Arithmetic.RippleCarryTTKIncByLE,16384,66049,70131842,98298,0.9043416
Std.Arithmetic.RippleCarryTTKIncByLE,19484,78496,83300768,116898,1.0754616
Std.Arithmetic.RippleCarryTTKIncByLE,23170,93290,98952820,139014,1.2789288
Std.Arithmetic.RippleCarryTTKIncByLE,27554,110881,138853250,165318,1.65318
Std.Arithmetic.RippleCarryTTKIncByLE,32768,131798,164999500,196602,1.96602
Std.Arithmetic.RippleCarryTTKIncByLE,38968,156663,196080750,233802,2.33802
Std.Arithmetic.RippleCarryTTKIncByLE,46341,186227,233035750,278040,2.7804
Std.Arithmetic.RippleCarryTTKIncByLE,55109,221377,276973250,330648,3.30648
Std.Arithmetic.RippleCarryTTKIncByLE,65536,263169,329213250,393210,3.9321
Std.Arithmetic.RippleCarryTTKIncByLE,77936,312862,391329500,467610,4.6761
Std.Arithmetic.RippleCarryTTKIncByLE,92682,371947,542532726,556086,6.0057288
Std.Arithmetic.RippleCarryTTKIncByLE,110218,442201,644963058,661302,7.1420616
Std.Arithmetic.RippleCarryTTKIncByLE,131072,525738,766814004,786426,8.4934008
Std.Arithmetic.RippleCarryTTKIncByLE,155872,625069,911638602,935226,10.1004408
Std.Arithmetic.RippleCarryTTKIncByLE,185364,743180,1084022920,1112178,12.0115224
Std.Arithmetic.RippleCarryTTKIncByLE,220436,883624,1288790272,1322610,14.284188
Std.Arithmetic.RippleCarryTTKIncByLE,262144,1050625,1532277730,1572858,16.9868664
Std.Arithmetic.RippleCarryTTKIncByLE,311744,1249211,2101639382,1870458,21.6973128
Std.Arithmetic.RippleCarryTTKIncByLE,370728,1485349,2498823498,2224362,25.8025992
Std.Arithmetic.RippleCarryTTKIncByLE,440872,1766145,2971122370,2645226,30.6846216
Std.Arithmetic.RippleCarryTTKIncByLE,524288,2100050,3532750580,3145722,36.4903752
Std.Arithmetic.RippleCarryTTKIncByLE,623487,2497108,4200602136,3740916,43.3946256
Std.Arithmetic.RippleCarryTTKIncByLE,741455,2969266,4994771892,4448724,51.6051984
Std.Arithmetic.RippleCarryTTKIncByLE,881744,3530734,6786503908,5290458,65.6016792
Std.Arithmetic.RippleCarryTTKIncByLE,1048576,4198401,8069759882,6291450,78.01398
